"","P1PRIMPK","CHILDID","CREGION","GENDER","RACE","C1R4MSCL","WKBLACK","WKHISP","P1HFAMIL","C1CMOTOR","R1_KAGE","P1HIG_1","W1INCCAT","WKINCOME","A2TXSPEN","C1R4MPF","C1R4RPF","S2HVISIT","S2ORIENT","C7R4RPF","C7R4MPF","C6ATTLVL","P1NUMSIB"
"13351",6,"0885019C",3,1,3,24.45,1,1,1,13,64.37,17,8,30000,4,2,1,3,2,NA,NA,5,4
"13352",0,"0885020C",3,1,3,18.14,2,1,1,12,72.6,6,3,29000,4,1,-1,3,2,7,7,5,3
"13353",5,"0885021C",3,1,3,20.58,2,1,1,14,74.9,12,9,42500,4,1,1,3,2,6,7,4,2
"13354",6,"0885022C",3,1,1,27.39,2,2,1,17,73.7,13,NA,24000,4,2,3,3,2,NA,NA,NA,2
"13355",6,"0885023C",3,2,1,30.52,2,2,1,11,63.23,18,8,40000,4,2,1,3,2,8,9,5,1
"13356",6,"0885024C",3,2,2,21.24,1,2,3,13,64.43,16,8,40000,4,2,0,3,2,7,6,5,3
"13357",6,"0886001C",3,2,5,-1,2,2,1,-1,72.1,20,5,24000,4,-1,-1,1,1,NA,NA,3,2
"13358",6,"0886002C",3,2,5,-1,2,2,1,-1,66,10,8,26000,4,-1,-1,1,1,NA,NA,5,1
"13359",6,"0886003C",3,2,8,29.12,2,2,1,14,71.13,13,10,40000,4,2,1,1,1,9,7,5,1
"13360",6,"0886004C",3,2,1,26.64,2,2,1,15,70.93,13,6,30000,4,2,1,1,1,NA,NA,NA,3
"13361",6,"0886005C",3,2,3,24.07,2,1,1,14,72.67,13,8,36000,4,2,0,1,1,9,9,3,2
"13362",4,"0886006C",3,2,1,15.81,2,2,1,14,64.97,16,9,44000,4,1,0,1,1,NA,NA,NA,1
"13363",2,"0886007C",3,1,8,32.86,2,2,2,15,71.9,13,9,50000,4,3,-9,1,1,8,9,5,0
"13364",4,"0886009C",3,2,1,32.38,2,2,2,14,68.97,13,9,45000,4,2,2,1,1,8,8,5,0
"13365",2,"0886010C",3,2,3,21.39,2,1,2,3,64.3,16,8,65000,3,1,1,1,1,7,5,NA,0
"13366",0,"0886011C",3,2,1,16.76,2,2,1,12,67.33,12,6,18000,3,1,0,1,1,NA,NA,NA,2
"13367",6,"0886012C",3,1,1,31.61,2,2,2,15,74.8,13,9,60000,4,2,1,1,1,NA,NA,NA,0
"13368",1,"0886013C",3,1,8,21.52,1,2,3,9,70.2,16,3,16000,4,1,1,1,1,NA,NA,NA,3
"13369",6,"0886014C",3,2,1,28.08,2,2,1,16,68.6,20,11,66000,4,2,3,1,1,8,9,4,1
"13370",-9,"0886015C",3,2,1,25.82,2,2,4,15,72.47,14,1,3000,4,2,1,1,1,9,7,5,0
"13371",6,"0886016C",3,1,1,28.76,2,2,1,11,68.5,18,9,50000,4,2,2,1,1,NA,NA,NA,1
"13372",6,"0886017C",3,2,3,15.87,2,1,2,11,68.87,17,11,51000,4,0,0,1,1,NA,NA,NA,0
"13373",6,"0886018C",3,2,2,22.05,1,2,3,13,68.1,16,2,9600,4,2,-9,1,1,8,7,3,1
"13374",6,"0886019C",3,2,1,33,2,2,1,14,64.1,13,8,47000,4,3,3,1,1,10,9,5,1
"13375",4,"0886020C",3,1,1,35.59,2,2,1,12,65.9,20,11,80000,4,4,1,1,1,9,9,5,1
"13376",6,"0886021C",3,1,1,25.79,2,2,1,10,66.47,15,8,54000,4,1,0,1,1,8,8,NA,2
"13377",6,"0886023C",3,1,1,36.46,2,2,1,14,75.2,18,10,50000,4,3,2,1,1,8,7,4,2
"13378",0,"0886024C",3,1,1,13.49,2,2,1,13,64.7,18,9,52000,4,0,0,1,1,7,6,5,1
"13379",6,"0887001C",3,1,8,30.64,2,2,1,10,71.43,18,13,150000,3,3,2,1,1,NA,NA,NA,4
"13380",6,"0887002C",3,2,5,17.7,2,2,1,12,72.23,18,6,40000,3,1,1,1,1,NA,NA,NA,2
"13381",6,"0887003C",3,2,5,19.93,2,2,1,11,71.2,18,6,40000,3,1,1,1,1,NA,NA,NA,2
"13382",6,"0887004C",3,1,1,25.19,2,2,1,12,69.23,16,11,78000,3,2,1,1,1,NA,NA,NA,1
"13383",6,"0887005C",3,1,1,24.89,2,2,1,12,64.87,18,12,1e+05,3,2,-9,1,1,8,7,5,1
"13384",6,"0887006C",3,1,1,26.78,2,2,1,12,69.1,13,10,1e+05,3,2,2,1,1,NA,NA,NA,1
"13385",6,"0887007C",3,2,1,43.3,2,2,2,16,66.63,16,11,90000,3,3,2,1,1,9,9,5,0
"13386",6,"0887008C",3,2,1,27.99,2,2,1,13,64.47,18,11,1e+05,3,2,1,1,1,10,9,5,1
"13387",0,"0887009C",3,2,1,25.64,2,2,1,17,64.57,16,12,130000,3,2,1,1,1,9,7,3,3
"13388",6,"0887010C",3,1,8,23.93,1,2,1,11,63.63,16,4,45000,3,2,0,1,1,NA,NA,NA,2
"13389",0,"0887011C",3,2,1,30.69,2,2,1,15,71,16,9,28000,3,3,2,1,1,9,9,5,1
"13390",6,"0887012C",3,2,4,24.97,2,1,1,10,64,22,13,350000,3,2,3,1,1,9,6,4,2
"13391",6,"0887013C",3,1,1,47.03,2,2,1,14,66.53,16,10,75000,3,3,4,1,1,10,8,NA,2
"13392",0,"0887014C",3,2,1,36.16,2,2,1,17,73.17,18,7,30000,3,3,3,1,1,9,9,5,2
"13393",4,"0887015C",3,2,3,31.81,2,1,1,11,65.13,17,10,55000,3,3,2,1,1,NA,NA,NA,1
"13394",2,"0887016C",3,1,2,27.21,1,2,2,16,70.3,16,5,50000,3,2,2,1,1,8,6,5,0
"13395",6,"0887017C",3,1,3,16.98,2,1,1,11,67.27,16,10,60000,3,1,0,1,1,NA,NA,NA,1
"13396",2,"0887018C",3,1,1,29.17,2,2,1,8,68.4,16,10,80000,3,2,2,1,1,9,6,3,1
"13397",6,"0887020C",3,2,2,33.72,1,2,2,15,73.27,18,NA,28000,3,3,3,1,1,NA,NA,NA,0
"13398",3,"0887021C",3,2,1,42.01,2,2,2,17,74.03,21,10,50000,3,3,3,1,1,9,-9,5,0
"13399",6,"0887022C",3,1,1,37.92,2,2,1,15,74.8,13,9,45000,3,2,0,1,1,9,8,5,2
"13400",0,"0887023C",3,1,1,25.38,2,2,1,12,72.27,16,11,60000,3,1,0,1,1,NA,NA,NA,8
"13401",6,"0887024C",3,1,1,27.85,2,2,1,14,74.4,18,10,68000,3,-9,1,1,1,9,8,3,2
"13402",NA,"0888001C",3,1,5,NA,2,2,NA,NA,NA,NA,10,65000,2,NA,NA,NA,NA,10,7,4,NA
"13403",NA,"0888002C",3,2,1,NA,2,2,NA,NA,NA,NA,12,120000,2,NA,NA,NA,NA,NA,NA,NA,NA
"13404",NA,"0888003C",3,1,1,NA,NA,NA,NA,NA,NA,NA,9,NA,2,NA,NA,NA,NA,7,7,3,NA
"13405",NA,"0888004C",3,2,1,NA,2,2,NA,NA,NA,NA,12,1e+05,2,NA,NA,NA,NA,9,7,3,NA
"13406",NA,"0888005C",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"13407",NA,"0888006C",3,2,2,NA,1,2,NA,NA,NA,NA,10,75000,2,NA,NA,NA,NA,NA,NA,3,NA
"13408",NA,"0888007C",3,2,1,NA,2,2,NA,NA,NA,NA,5,25000,2,NA,NA,NA,NA,7,6,3,NA
"13409",NA,"0888008C",3,1,3,NA,2,1,NA,NA,NA,NA,8,70000,2,NA,NA,NA,NA,NA,NA,NA,NA
"13410",NA,"0888009C",3,1,1,NA,2,2,NA,NA,NA,NA,8,47000,2,NA,NA,NA,NA,NA,NA,NA,NA
"13411",NA,"0888010C",3,1,2,NA,1,2,NA,NA,NA,NA,10,35000,2,NA,NA,NA,NA,8,5,2,NA
"13412",NA,"0888011C",3,1,2,NA,1,2,NA,NA,NA,NA,4,17000,2,NA,NA,NA,NA,NA,NA,NA,NA
"13413",NA,"0888012C",3,2,1,NA,2,2,NA,NA,NA,NA,10,68000,2,NA,NA,NA,NA,9,7,3,NA
"13414",NA,"0888013C",3,2,1,NA,2,2,NA,NA,NA,NA,6,33000,2,NA,NA,NA,NA,NA,NA,NA,NA
"13415",NA,"0888014C",3,1,1,NA,2,2,NA,NA,NA,NA,9,58000,2,NA,NA,NA,NA,9,7,4,NA
"13416",NA,"0888015C",3,2,4,NA,2,1,NA,NA,NA,NA,9,50000,2,NA,NA,NA,NA,NA,NA,5,NA
"13417",NA,"0888016C",3,1,4,NA,2,1,NA,NA,NA,NA,11,50000,2,NA,NA,NA,NA,NA,NA,NA,NA
"13418",NA,"0888017C",3,2,1,NA,2,2,NA,NA,NA,NA,12,50000,2,NA,NA,NA,NA,8,6,NA,NA
"13419",NA,"0888018C",3,2,3,NA,2,1,NA,NA,NA,NA,5,2600,2,NA,NA,NA,NA,NA,NA,NA,NA
"13420",NA,"0888019C",3,2,1,NA,-9,-9,NA,NA,NA,NA,7,34000,2,NA,NA,NA,NA,NA,NA,NA,NA
"13421",NA,"0888020C",3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"13422",NA,"0888021C",3,2,2,NA,1,2,NA,NA,NA,NA,11,72000,2,NA,NA,NA,NA,9,7,3,NA
"13423",NA,"0888022C",3,1,1,NA,2,2,NA,NA,NA,NA,5,26000,2,NA,NA,NA,NA,NA,NA,NA,NA
"13424",NA,"0888023C",3,1,1,NA,2,2,NA,NA,NA,NA,8,85000,2,NA,NA,NA,NA,NA,NA,NA,NA
"13425",NA,"0888025C",3,2,1,NA,2,2,NA,NA,NA,NA,5,25000,2,NA,NA,NA,NA,6,7,5,NA
"13426",6,"0889002C",3,2,2,12.07,1,2,4,12,64.83,13,NA,18000,4,0,0,NA,NA,NA,NA,NA,0
"13427",NA,"0889003C",3,2,4,18.64,2,1,NA,9,68.83,NA,NA,20000,4,1,0,NA,NA,NA,NA,NA,NA
"13428",NA,"0889004C",3,1,4,29.11,NA,NA,NA,16,72.57,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,NA
"13429",0,"0889005C",3,2,3,18.53,2,1,1,13,70.67,6,NA,30000,NA,1,-1,NA,NA,NA,NA,3,2
"13430",0,"0889006C",3,2,4,30.67,2,1,1,17,69.73,7,4,10000,4,2,-1,NA,NA,7,7,4,1
"13431",0,"0889007C",3,2,2,19.34,1,2,1,5,64.43,15,8,42000,4,1,0,NA,NA,NA,NA,NA,1
"13432",0,"0889008C",3,1,2,26.26,1,2,1,12,66.07,16,NA,70000,4,2,1,NA,NA,NA,NA,NA,1
"13433",6,"0889009C",3,2,2,NA,1,2,3,NA,-9,18,NA,30000,3,NA,NA,NA,NA,NA,NA,NA,1
"13434",6,"0889010C",3,1,2,21.64,1,2,1,12,72.5,16,10,58000,3,1,1,NA,NA,NA,NA,NA,1
"13435",2,"0889011C",3,2,2,NA,1,2,3,NA,-9,13,NA,13000,3,NA,NA,NA,NA,NA,NA,NA,1
"13436",NA,"0889012C",3,2,3,20.03,2,1,NA,10,64.67,NA,7,35000,4,1,0,NA,NA,NA,NA,NA,NA
"13437",0,"0889013C",3,2,3,12.32,2,1,1,11,65.87,-7,4,18000,4,0,-9,NA,NA,8,6,3,3
"13438",6,"0889014C",3,1,2,22.37,1,2,3,12,71.2,13,NA,30000,NA,2,1,NA,NA,NA,NA,NA,2
"13439",2,"0889015C",3,2,2,14.42,1,2,3,13,70.8,11,NA,5500,NA,0,0,NA,NA,NA,NA,NA,2
"13440",0,"0889016C",3,2,2,20.17,1,2,3,11,73.53,10,1,3600,4,1,0,NA,NA,6,6,3,1
"13441",6,"0889017C",3,2,4,NA,2,1,1,NA,-9,11,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,1
"13442",0,"0889018C",3,1,5,19.03,2,2,1,17,71.87,-8,NA,55000,4,1,1,NA,NA,NA,NA,4,1
"13443",5,"0889019C",3,1,2,NA,1,2,1,NA,-9,16,7,30000,4,NA,NA,NA,NA,NA,NA,5,1
"13444",6,"0889020C",3,1,2,22.46,1,2,3,16,64.73,12,4,20000,4,2,1,NA,NA,9,9,4,2
"13445",0,"0889021C",3,2,2,18.74,1,2,1,6,65,12,NA,50000,4,1,0,NA,NA,NA,NA,NA,1
"13446",0,"0889022C",3,2,2,16.38,1,2,5,2,72.57,-8,NA,21300,NA,1,0,NA,NA,NA,NA,NA,0
"13447",-9,"0889023C",3,1,2,16.95,1,2,3,10,64.63,-9,NA,15000,4,1,0,NA,NA,NA,NA,NA,1
"13448",5,"0889024C",3,1,2,NA,1,2,3,NA,-9,10,NA,25000,4,NA,NA,NA,NA,NA,NA,NA,2
"13449",-9,"0889025C",3,2,2,12.43,1,2,1,5,65,12,NA,50000,4,0,0,NA,NA,NA,NA,NA,1
"13450",2,"0890001C",3,1,3,14,2,1,1,11,65.97,6,5,20000,4,0,-1,NA,NA,6,6,3,1
"13451",0,"0890002C",3,2,4,18.52,2,1,1,10,62.47,2,5,25000,4,1,-1,NA,NA,NA,NA,4,1
"13452",0,"0890003C",3,2,4,24.04,2,1,1,17,70,9,NA,20000,4,2,-1,NA,NA,NA,NA,NA,2
"13453",0,"0890004C",3,1,3,16.48,2,1,1,13,72.1,3,7,29000,4,1,-1,NA,NA,7,7,4,2
"13454",6,"0890005C",3,2,2,21.85,1,2,3,12,65.1,11,1,14000,4,2,1,NA,NA,NA,NA,3,3
"13455",6,"0890006C",3,1,2,21.62,1,2,3,14,66.23,14,5,16000,4,2,1,NA,NA,NA,NA,NA,3
"13456",-9,"0890007C",3,1,2,16.84,1,2,5,-9,65.53,13,1,0,4,1,0,NA,NA,5,6,3,0
"13457",0,"0890009C",3,1,4,17.29,2,1,1,13,67.03,6,8,39000,4,1,-1,NA,NA,NA,NA,NA,1
"13458",0,"0890010C",3,1,4,NA,2,1,1,NA,-9,9,4,16000,4,NA,NA,NA,NA,-9,7,NA,1
"13459",NA,"0890011C",3,2,4,18.69,2,1,NA,12,69.07,NA,5,25000,4,1,-1,NA,NA,6,7,4,NA
"13460",5,"0890012C",3,2,4,16.05,2,1,3,14,69.27,13,3,7500,4,1,0,NA,NA,NA,NA,4,2
"13461",5,"0890013C",3,1,3,24.61,1,1,3,13,69,9,NA,48000,NA,2,2,NA,NA,NA,NA,NA,1
"13462",0,"0890014C",3,2,2,16.45,1,2,3,3,66.8,14,4,20000,4,1,1,NA,NA,7,5,3,1
"13463",0,"0890015C",3,1,4,NA,2,1,1,NA,-9,13,NA,10000,4,NA,NA,NA,NA,NA,NA,NA,1
"13464",0,"0890016C",3,2,3,18.95,2,1,1,13,62.93,12,4,19000,4,1,-1,NA,NA,9,6,3,3
"13465",0,"0890017C",3,2,3,25.02,2,1,1,-9,73.53,5,4,22000,4,2,-1,NA,NA,7,6,5,3
"13466",6,"0890018C",3,2,4,23.79,2,1,1,11,63.67,13,9,27000,4,1,2,NA,NA,8,7,4,2
"13467",-9,"0890019C",3,1,2,NA,1,2,4,NA,-9,16,NA,60000,NA,NA,NA,NA,NA,NA,NA,NA,0
"13468",6,"0890020C",3,2,2,28.09,1,2,5,12,66.43,13,7,30000,4,2,3,NA,NA,9,7,4,1
"13469",6,"0890021C",3,2,2,22.82,1,2,3,5,70.77,13,4,18000,4,2,1,NA,NA,NA,NA,NA,1
"13470",NA,"0890022C",3,1,4,20.18,NA,NA,NA,13,67.33,NA,NA,NA,NA,1,-1,NA,NA,NA,NA,NA,NA
"13471",0,"0890023C",3,1,3,19.2,2,1,1,-9,73.9,9,5,27000,4,1,0,NA,NA,NA,NA,5,3
"13472",0,"0890024C",3,2,4,14.08,2,1,1,-9,65.03,10,7,3000,4,0,-1,NA,NA,8,6,4,3
"13473",0,"0890025C",3,2,4,14.96,2,1,1,12,62.47,2,5,25000,4,0,-1,NA,NA,NA,NA,4,1
"13474",NA,"0890040C",NA,2,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,8,7,4,NA
"13475",NA,"0891001C",3,1,2,23.78,NA,NA,NA,3,74.8,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"13476",5,"0891003C",3,2,2,NA,1,2,5,NA,-9,11,3,8000,4,NA,NA,NA,NA,NA,NA,NA,3
"13477",2,"0891004C",3,1,2,12.21,1,2,3,13,71.9,13,3,12000,4,0,0,NA,NA,5,6,NA,6
"13478",5,"0891005C",3,1,2,36.47,1,2,1,14,74.87,16,5,25000,4,3,2,NA,NA,7,7,3,5
"13479",7,"0891006C",3,2,2,15.27,1,2,3,10,69.33,13,2,3000,4,1,1,NA,NA,6,5,4,2
"13480",5,"0891007C",3,1,2,38.28,1,2,5,12,74.5,4,NA,10000,NA,2,2,NA,NA,NA,NA,NA,3
"13481",6,"0891008C",3,2,2,27.87,1,2,5,15,69,7,1,10800,4,2,-9,NA,NA,9,7,2,2
"13482",6,"0891009C",3,1,2,21.44,1,2,1,12,65.1,18,4,23000,4,1,1,NA,NA,8,8,NA,4
"13483",6,"0891010C",3,2,2,21.32,1,2,3,14,69.8,13,8,18000,4,1,1,NA,NA,8,7,4,2
"13484",6,"0891011C",3,1,2,22.96,1,2,3,11,62.6,13,NA,18000,4,1,1,NA,NA,NA,NA,4,1
"13485",6,"0891012C",3,2,2,26.24,1,2,1,8,71.53,11,9,20000,4,-9,1,NA,NA,8,7,3,1
"13486",NA,"0891013C",3,2,3,15.84,2,1,NA,12,65.13,NA,2,8000,4,0,-1,NA,NA,6,8,3,NA
"13487",4,"0891014C",3,1,3,22.78,2,1,1,14,76.83,9,3,14000,4,1,1,NA,NA,8,7,5,1
"13488",0,"0891016C",3,1,4,13.96,2,1,1,-9,69.83,12,11,21000,4,0,-1,NA,NA,NA,NA,NA,2
"13489",1,"0891017C",3,2,4,20.66,2,1,1,7,62.97,7,4,21000,4,1,-1,NA,NA,7,8,4,3
"13490",NA,"0891018C",3,1,4,18.03,2,1,NA,10,65.87,NA,4,19000,4,1,0,NA,NA,NA,NA,NA,NA
"13491",1,"0891019C",3,2,3,29.47,2,1,4,16,72.43,12,NA,0,4,2,2,NA,NA,NA,NA,3,0
"13492",0,"0891021C",3,1,3,20.41,2,1,1,-9,72.73,9,NA,30000,4,1,0,NA,NA,NA,NA,NA,4
"13493",NA,"0891023C",3,1,4,16.41,2,1,NA,15,67.17,NA,7,22000,4,1,-1,NA,NA,6,7,4,NA
"13494",0,"0891024C",3,2,4,16.12,2,1,3,8,72.8,6,2,10000,4,1,-1,NA,NA,NA,NA,3,1
"13495",1,"0891025C",3,2,4,19.04,2,1,1,7,62.97,7,4,21000,4,1,-1,NA,NA,8,7,4,3
"13496",0,"0893001C",3,1,2,19.14,1,2,4,15,69.3,13,3,3000,4,1,-9,NA,NA,NA,NA,NA,0
"13497",6,"0893002C",3,2,2,18.74,1,2,4,15,66.6,13,10,33000,4,1,0,NA,NA,7,-9,4,0
"13498",2,"0893003C",3,1,2,26.25,1,2,1,12,65.7,17,NA,25000,4,2,1,NA,NA,NA,NA,NA,2
"13499",6,"0893006C",3,2,2,17.59,1,2,4,13,69.53,13,NA,27000,4,1,0,NA,NA,NA,NA,NA,0
"13500",0,"0893007C",3,1,2,23.42,1,2,3,15,64.07,13,NA,9000,4,2,1,NA,NA,NA,NA,NA,1
"13501",1,"0893008C",3,2,3,15.83,2,1,4,11,67.07,9,NA,17000,4,1,0,NA,NA,NA,NA,NA,0
"13502",0,"0893009C",3,1,3,20.72,2,1,1,16,68.17,6,3,13000,4,1,-1,NA,NA,NA,NA,4,1
"13503",0,"0893010C",3,2,3,14.2,2,1,1,10,72.87,7,6,5000,4,0,-1,NA,NA,5,7,4,5
"13504",0,"0893011C",3,2,3,22.18,2,1,1,10,63.97,15,10,70000,4,1,1,NA,NA,7,8,3,1
"13505",0,"0893012C",3,2,3,20.8,2,1,1,15,73.03,6,7,35000,4,1,-1,NA,NA,7,8,4,1
"13506",0,"0893013C",3,2,3,19.05,2,1,1,16,71.37,4,3,14000,4,1,-1,NA,NA,NA,NA,NA,3
"13507",0,"0893014C",3,1,2,NA,1,2,4,NA,-9,9,4,11440,NA,NA,NA,NA,NA,NA,NA,NA,0
"13508",0,"0893015C",3,1,2,23.03,1,2,4,9,76.7,9,1,1764,-9,2,1,NA,NA,NA,NA,NA,0
"13509",3,"0893016C",3,1,2,15.01,1,2,3,9,68.57,11,5,16800,-9,1,0,NA,NA,5,6,2,2
"13510",5,"0893017C",3,1,2,15.79,1,2,3,7,67.8,13,2,9000,-9,0,0,NA,NA,NA,NA,NA,2
"13511",NA,"0893018C",3,1,2,NA,1,2,NA,NA,NA,NA,NA,20000,-9,NA,NA,NA,NA,NA,NA,NA,NA
"13512",6,"0893019C",3,2,4,19.21,2,1,1,14,72.63,10,8,30000,4,1,0,NA,NA,6,5,NA,3
"13513",NA,"0893020C",3,2,4,20.78,2,1,NA,12,73.27,NA,7,40000,4,1,-1,NA,NA,8,8,5,NA
"13514",0,"0893021C",3,1,4,18.78,2,1,1,7,69.47,16,5,25000,4,1,-1,NA,NA,6,5,3,2
"13515",6,"0893022C",3,1,4,18.62,2,1,1,17,72,9,7,27000,4,1,-1,NA,NA,NA,NA,NA,1
"13516",0,"0893023C",3,1,4,25.94,2,1,1,11,63.2,9,7,25000,4,2,-1,NA,NA,NA,NA,4,2
"13517",1,"0893024C",3,1,4,NA,2,1,3,NA,-9,13,6,22000,NA,NA,NA,NA,NA,NA,NA,NA,2
"13518",0,"0894001C",3,2,5,19.98,2,2,1,17,70.53,18,12,1e+05,4,1,-9,1,1,NA,NA,NA,2
"13519",NA,"0894002C",3,1,1,54.11,NA,NA,NA,13,69.77,NA,NA,NA,NA,5,3,1,1,NA,NA,NA,NA
"13520",0,"0894003C",3,1,3,33.93,2,1,2,14,71.93,16,12,1e+05,4,3,3,1,1,7,7,4,0
"13521",NA,"0894004C",3,1,4,19.91,2,1,NA,15,74.27,NA,13,2e+05,4,1,0,1,1,9,-9,5,NA
"13522",NA,"0894005C",3,1,1,50.46,2,2,NA,13,72.17,NA,10,50000,4,4,2,1,1,NA,NA,NA,NA
"13523",6,"0894006C",3,2,1,19.48,2,2,1,11,62.3,18,10,80000,4,2,1,1,1,8,7,3,1
"13524",0,"0894007C",3,1,4,13.41,2,1,1,12,79,7,12,135000,4,0,0,1,1,NA,NA,NA,1
"13525",2,"0894008C",3,1,4,38.47,2,1,1,15,74.27,16,10,55000,4,3,3,1,1,7,8,3,1
"13526",6,"0894009C",3,1,2,22.19,1,2,4,12,70.5,18,8,27000,4,2,1,1,1,8,7,5,0
"13527",1,"0894010C",3,2,1,27.07,2,2,1,6,69.1,17,10,54000,4,2,2,1,1,NA,NA,NA,1
"13528",6,"0894011C",3,1,4,29.46,2,1,1,14,64.77,18,10,70000,4,2,3,1,1,9,9,5,1
"13529",0,"0894012C",3,1,4,24.22,2,1,1,13,69.27,6,9,60000,4,1,1,1,1,8,8,4,2
"13530",6,"0894013C",3,2,1,19.34,2,2,1,17,78.83,17,11,22000,4,1,-9,1,1,NA,NA,3,1
"13531",4,"0894014C",3,2,1,32.24,2,2,3,17,71.43,18,9,45000,4,3,3,1,1,8,6,5,1
"13532",NA,"0894015C",3,1,3,30.04,2,1,NA,15,70.87,NA,NA,24000,4,2,2,1,1,NA,NA,NA,NA
"13533",6,"0894016C",3,1,1,35.3,2,2,1,13,72.77,16,10,1e+05,4,2,2,1,1,NA,NA,NA,1
"13534",7,"0894017C",3,1,4,16.96,2,1,2,14,73.67,13,10,90000,4,1,1,1,1,8,7,4,0
"13535",NA,"0894018C",3,1,1,21.38,NA,NA,NA,13,68.83,NA,NA,NA,4,1,0,1,1,NA,NA,NA,NA
"13536",3,"0894019C",3,1,1,23.09,2,2,1,16,70.3,13,11,120000,4,1,0,1,1,8,7,3,1
"13537",0,"0894020C",3,2,4,18.92,2,1,1,7,67,13,NA,24000,4,1,1,1,1,7,6,3,1
"13538",2,"0894021C",3,1,1,39.87,2,2,3,14,67.6,14,10,46000,4,2,3,1,1,9,8,4,2
"13539",6,"0894022C",3,2,1,21.89,2,2,4,8,63.77,11,11,40000,4,1,2,1,1,NA,NA,NA,0
"13540",6,"0894023C",3,1,4,18.59,2,1,1,7,63.1,18,NA,60000,4,1,0,1,1,NA,NA,NA,2
"13541",2,"0894024C",3,1,3,13.11,2,1,1,12,63.33,16,10,50000,4,0,0,1,1,7,6,2,1
"13542",NA,"0895001C",3,1,5,NA,2,2,NA,NA,NA,NA,10,750000,4,NA,NA,NA,NA,8,7,4,NA
"13543",NA,"0895002C",3,1,1,NA,2,2,NA,NA,NA,NA,13,2e+05,3,NA,NA,NA,NA,9,9,3,NA
"13544",NA,"0895003C",3,2,1,NA,2,2,NA,NA,NA,NA,13,150000,3,NA,NA,NA,NA,9,7,4,NA
"13545",NA,"0895004C",3,2,1,NA,2,2,NA,NA,NA,NA,12,80000,3,NA,NA,NA,NA,10,9,5,NA
"13546",NA,"0895005C",3,2,1,NA,2,2,NA,NA,NA,NA,12,82000,3,NA,NA,NA,NA,9,9,4,NA
"13547",NA,"0895006C",3,1,1,NA,2,2,NA,NA,NA,NA,12,150000,3,NA,NA,NA,NA,8,8,2,NA
"13548",NA,"0895007C",3,1,1,NA,2,2,NA,NA,NA,NA,12,105000,3,NA,NA,NA,NA,9,7,4,NA
"13549",NA,"0895008C",3,2,1,NA,2,2,NA,NA,NA,NA,12,140000,3,NA,NA,NA,NA,9,9,4,NA
"13550",NA,"0895009C",3,2,1,NA,2,2,NA,NA,NA,NA,13,2e+05,3,NA,NA,NA,NA,NA,NA,NA,NA
"13551",NA,"0895010C",3,1,1,NA,2,2,NA,NA,NA,NA,12,90000,3,NA,NA,NA,NA,NA,NA,4,NA
"13552",NA,"0895011C",3,1,2,NA,1,2,NA,NA,NA,NA,9,60000,3,NA,NA,NA,NA,NA,NA,NA,NA
"13553",NA,"0895012C",3,1,1,NA,2,2,NA,NA,NA,NA,12,105000,3,NA,NA,NA,NA,9,9,3,NA
"13554",NA,"0895013C",3,1,1,NA,2,2,NA,NA,NA,NA,12,122000,3,NA,NA,NA,NA,NA,NA,NA,NA
"13555",NA,"0895014C",3,1,1,NA,2,2,NA,NA,NA,NA,NA,90000,3,NA,NA,NA,NA,NA,NA,NA,NA
"13556",NA,"0895015C",3,1,1,NA,2,2,NA,NA,NA,NA,12,150000,3,NA,NA,NA,NA,NA,NA,4,NA
"13557",NA,"0895016C",3,2,1,NA,2,2,NA,NA,NA,NA,6,120000,3,NA,NA,NA,NA,9,9,5,NA
"13558",NA,"0895017C",3,1,1,NA,2,2,NA,NA,NA,NA,10,80000,3,NA,NA,NA,NA,NA,NA,NA,NA
"13559",NA,"0895018C",3,1,1,NA,2,2,NA,NA,NA,NA,13,1e+05,4,NA,NA,NA,NA,9,9,4,NA
"13560",NA,"0895019C",3,2,1,NA,2,2,NA,NA,NA,NA,11,97000,4,NA,NA,NA,NA,NA,NA,4,NA
"13561",NA,"0895020C",3,2,1,NA,2,2,NA,NA,NA,NA,12,150000,4,NA,NA,NA,NA,10,9,5,NA
"13562",NA,"0895021C",3,1,1,NA,2,2,NA,NA,NA,NA,12,95000,4,NA,NA,NA,NA,NA,NA,NA,NA
"13563",NA,"0895022C",3,1,2,NA,1,2,NA,NA,NA,NA,NA,35000,4,NA,NA,NA,NA,NA,NA,NA,NA
"13564",NA,"0895023C",3,2,1,NA,2,2,NA,NA,NA,NA,12,110000,4,NA,NA,NA,NA,NA,NA,NA,NA
"13565",NA,"0895024C",3,2,1,NA,2,2,NA,NA,NA,NA,12,165000,4,NA,NA,NA,NA,7,9,4,NA
"13566",0,"0896001C",3,1,3,21.52,2,1,1,15,69.87,3,NA,50000,NA,1,1,NA,NA,NA,NA,NA,1
